Prevalence of obesity (both sexes) - WHO (2019),undernourishment,gdp,Year,Country_id,Disease_id
2.7,36.6,1339.256331,2003,106,4439
2.8,35.2,1368.181585,2004,106,4440
3,33.5,1389.500912,2005,106,4441
3.1,31.1,1417.278583,2006,106,4442
3.3,30.6,1462.858323,2007,106,4443
3.5,30.5,1523.019873,2008,106,4444
3.7,30.6,1421.188472,2009,106,4445
3.9,30,1385.685072,2010,106,4446
4.1,30.1,1367.543082,2011,106,4447
4.3,30.7,1370.950275,2012,106,4448
4.5,33.2,1364.345909,2013,106,4449
4.8,36.7,1372.020961,2014,106,4450
5.1,40.2,1377.168213,2015,106,4451
5.3,41.4,1396.669615,2016,106,4452
0.7,0,0,1975,107,4453
0.7,0,0,1976,107,4454
0.8,0,0,1977,107,4455
0.8,0,0,1978,107,4456
0.8,0,0,1979,107,4457
0.9,0,0,1980,107,4458
0.9,0,0,1981,107,4459
1,0,0,1982,107,4460
1.1,0,0,1983,107,4461
1.1,0,0,1984,107,4462
1.2,0,0,1985,107,4463
1.3,0,0,1986,107,4464
1.3,0,0,1987,107,4465
1.4,0,0,1988,107,4466
1.5,0,0,1989,107,4467
1.5,0,744.1970806,1990,107,4468
1.6,0,792.0793747,1991,107,4469
1.7,0,727.3152219,1992,107,4470
1.8,0,795.6677987,1993,107,4471
1.9,0,711.1924352,1994,107,4472
2,0,820.773968,1995,107,4473
2.1,0,863.3410719,1996,107,4474
2.2,0,872.5993321,1997,107,4475
2.4,0,879.2442764,1998,107,4476
2.5,0,878.1341971,1999,107,4477
2.7,0,865.957498,2000,107,4478
2.8,23.8,800.384183,2001,107,4479
3,24,792.4548773,2002,107,4480
3.1,24.7,815.7392038,2003,107,4481
3.3,24.2,836.9343843,2004,107,4482
3.4,22.5,840.1866863,2005,107,4483
3.6,20.6,854.1581644,2006,107,4484
3.8,18.7,908.3108489,2007,107,4485
4,18.1,948.2265195,2008,107,4486
4.2,17.6,996.2452685,2009,107,4487
4.4,17.3,1032.962881,2010,107,4488
4.6,17.1,1051.185996,2011,107,4489
4.8,17,1039.759359,2012,107,4490
5,17.3,1062.164941,2013,107,4491
5.3,16.9,1090.367208,2014,107,4492
5.5,17.4,1088.701805,2015,107,4493
5.8,17,1083.801421,2016,107,4494
1.4,0,0,1975,108,4495
1.5,0,0,1976,108,4496
1.7,0,0,1977,108,4497
1.8,0,0,1978,108,4498
1.9,0,0,1979,108,4499
2,0,0,1980,108,4500
2.2,0,0,1981,108,4501
2.3,0,0,1982,108,4502
2.5,0,0,1983,108,4503
2.6,0,0,1984,108,4504
2.8,0,0,1985,108,4505
3,0,0,1986,108,4506
3.2,0,0,1987,108,4507
3.4,0,0,1988,108,4508
3.6,0,0,1989,108,4509
3.8,0,10551.65896,1990,108,4510
4,0,11252.49031,1991,108,4511
4.3,0,11940.85575,1992,108,4512
4.5,0,12797.79063,1993,108,4513
4.8,0,13632.72652,1994,108,4514
5.1,0,14601.07477,1995,108,4515
5.5,0,15658.40148,1996,108,4516
5.8,0,16382.663,1997,108,4517
6.2,0,14800.79401,1998,108,4518
6.6,0,15332.83235,1999,108,4519
7,0,16310.09276,2000,108,4520
7.5,2.6,16039.43401,2001,108,4521
7.9,2.9,16554.90929,2002,108,4522
8.4,3,17165.68007,2003,108,4523
8.9,3.2,17976.66309,2004,108,4524
9.4,3.3,18577.0912,2005,108,4525
9.9,3.5,19251.33545,2006,108,4526
10.4,3.7,20093.26869,2007,108,4527
10.9,3.7,20687.13112,2008,108,4528
11.5,3.6,20009.19928,2009,108,4529
12,3.2,21107.26794,2010,108,4530
12.6,3,21818.87569,2011,108,4531
13.1,2.9,22590.79152,2012,108,4532
13.7,3.5,23224.18844,2013,108,4533
14.3,3.7,24194.63391,2014,108,4534
14.9,4,25001.61267,2015,108,4535
15.6,3.4,25668.88436,2016,108,4536
0.5,0,0,1975,109,4537
0.6,0,0,1976,109,4538
0.6,0,0,1977,109,4539
0.7,0,0,1978,109,4540
0.7,0,0,1979,109,4541
0.8,0,0,1980,109,4542
0.9,0,0,1981,109,4543
1,0,0,1982,109,4544
1,0,0,1983,109,4545
1.1,0,0,1984,109,4546
1.2,0,0,1985,109,4547
1.3,0,0,1986,109,4548
1.4,0,0,1987,109,4549
1.5,0,0,1988,109,4550
1.6,0,0,1989,109,4551
1.7,0,0,1990,109,4552
1.8,0,0,1991,109,4553
1.9,0,0,1992,109,4554
2,0,0,1993,109,4555
2.1,0,0,1994,109,4556
2.2,0,7778.901786,1995,109,4557
2.4,0,8220.522444,1996,109,4558
2.5,0,8744.039406,1997,109,4559
2.6,0,9227.210663,1998,109,4560
2.8,0,9608.66582,1999,109,4561
3,0,9768.22998,2000,109,4562
3.2,0,9165.84486,2001,109,4563
3.4,0,9587.739822,2002,109,4564
3.6,0,10622.11999,2003,109,4565
3.9,0,10965.00522,2004,109,4566
4.2,0,9274.060744,2005,109,4567
4.5,0,11390.7351,2006,109,4568
4.8,0,11951.81411,2007,109,4569
5.2,0,12744.78319,2008,109,4570
5.5,0,11508.40226,2009,109,4571
5.9,0,12005.50462,2010,109,4572
6.3,0,12664.99068,2011,109,4573
6.7,0,12611.58587,2012,109,4574
7.2,0,13148.73197,2013,109,4575
7.6,0,13737.41416,2014,109,4576
8.1,0,13705.00535,2015,109,4577
8.6,0,14231.53415,2016,109,4578
0.9,0,0,1975,110,4579
0.9,0,0,1976,110,4580
1,0,0,1977,110,4581
1.1,0,0,1978,110,4582
1.1,0,0,1979,110,4583
1.2,0,0,1980,110,4584
1.3,0,0,1981,110,4585
1.4,0,0,1982,110,4586
1.4,0,0,1983,110,4587
1.5,0,0,1984,110,4588
1.6,0,0,1985,110,4589
1.7,0,0,1986,110,4590
1.8,0,0,1987,110,4591
2,0,0,1988,110,4592
2.1,0,0,1989,110,4593
2.2,0,1271.794077,1990,110,4594
2.3,0,1390.400729,1991,110,4595
2.5,0,1312.911199,1992,110,4596
2.6,0,1319.270986,1993,110,4597
2.8,0,1332.849318,1994,110,4598
2.9,0,1309.962932,1995,110,4599
3.1,0,1366.486241,1996,110,4600
3.2,0,1396.034678,1997,110,4601
3.4,0,1463.149844,1998,110,4602
3.6,0,1505.535855,1999,110,4603
3.8,0,1462.919767,2000,110,4604
4,16.4,1639.203242,2001,110,4605
4.3,15.4,1639.92608,2002,110,4606
4.5,15.2,1734.886394,2003,110,4607
4.8,14.6,1706.956336,2004,110,4608
5,13.5,1760.693934,2005,110,4609
5.3,12,1783.110326,2006,110,4610
5.6,10.6,1784.878485,2007,110,4611
5.9,9.5,1808.887626,2008,110,4612
6.2,9,1832.808081,2009,110,4613
6.5,8.7,1871.984744,2010,110,4614
6.8,8.5,1874.70303,2011,110,4615
7.2,8,1804.942604,2012,110,4616
7.5,6.9,1793.723666,2013,110,4617
7.9,6.1,1865.160622,2014,110,4618
8.2,5.4,1919.228421,2015,110,4619
8.6,5.3,1971.08448,2016,110,4620
15.6,0,0,1975,111,4621
15.9,0,0,1976,111,4622
16.1,0,0,1977,111,4623
16.3,0,0,1978,111,4624
16.6,0,0,1979,111,4625
16.8,0,0,1980,111,4626
17.1,0,0,1981,111,4627
17.3,0,0,1982,111,4628
17.6,0,0,1983,111,4629
17.8,0,0,1984,111,4630
18.1,0,0,1985,111,4631
18.4,0,0,1986,111,4632
18.7,0,0,1987,111,4633
19,0,0,1988,111,4634
19.3,0,0,1989,111,4635
19.6,0,16176.49077,1990,111,4636
19.9,0,16731.51044,1991,111,4637
20.3,0,17336.59724,1992,111,4638
20.6,0,17933.39855,1993,111,4639
20.9,0,18770.45686,1994,111,4640
21.3,0,19822.29923,1995,111,4641
21.6,0,20436.44237,1996,111,4642
22,0,21348.60451,1997,111,4643
22.4,0,22297.45762,1998,111,4644
22.7,0,23211.86921,1999,111,4645
23.1,0,24623.95372,2000,111,4646
23.5,<2.5,24588.37426,2001,111,4647
23.9,<2.5,25133.72695,2002,111,4648
24.2,<2.5,25604.10924,2003,111,4649
24.6,<2.5,25545.49282,2004,111,4650
25,<2.5,26343.58536,2005,111,4651
25.3,<2.5,26727.77817,2006,111,4652
25.7,<2.5,27696.50573,2007,111,4653
26.1,<2.5,28437.73786,2008,111,4654
26.4,<2.5,27529.19297,2009,111,4655
26.8,<2.5,28364.79932,2010,111,4656
27.1,<2.5,28618.50259,2011,111,4657
27.5,<2.5,29131.73091,2012,111,4658
27.8,<2.5,30050.13114,2013,111,4659
28.2,<2.5,31846.18954,2014,111,4660
28.5,<2.5,34087.08151,2015,111,4661
28.9,<2.5,35058.43078,2016,111,4662
27,0,0,1975,112,4663
27.9,0,0,1976,112,4664
28.7,0,0,1977,112,4665
29.4,0,0,1978,112,4666
30,0,0,1979,112,4667
30.6,0,0,1980,112,4668
31.1,0,0,1981,112,4669
31.7,0,0,1982,112,4670
32.2,0,0,1983,112,4671
32.8,0,0,1984,112,4672
33.4,0,0,1985,112,4673
34.1,0,0,1986,112,4674
34.8,0,0,1987,112,4675
35.5,0,0,1988,112,4676
36.2,0,0,1989,112,4677
36.9,0,2907.880972,1990,112,4678
37.7,0,2839.769649,1991,112,4679
38.4,0,2986.911287,1992,112,4680
39.1,0,3123.924624,1993,112,4681
39.8,0,3273.074916,1994,112,4682
40.5,0,3511.351429,1995,112,4683
41.1,0,3125.92721,1996,112,4684
41.8,0,2907.9771,1997,112,4685
42.5,0,2812.590393,1998,112,4686
43.1,0,2737.050659,1999,112,4687
43.7,0,2893.836644,2000,112,4688
44.4,0,3047.641249,2001,112,4689
45,0,3128.862066,2002,112,4690
45.5,0,3136.711119,2003,112,4691
46.1,0,3142.962279,2004,112,4692
46.7,0,3235.774524,2005,112,4693
47.3,0,3280.81341,2006,112,4694
47.9,0,3396.818863,2007,112,4695
48.4,0,3335.763023,2008,112,4696
49,0,3274.794201,2009,112,4697
49.6,0,3479.155303,2010,112,4698
50.1,0,3513.291213,2011,112,4699
50.7,0,3626.424778,2012,112,4700
51.3,0,3720.958116,2013,112,4701
51.8,0,3685.462574,2014,112,4702
52.4,0,3665.375373,2015,112,4703
52.9,0,3730.333989,2016,112,4704
1.2,0,0,1975,113,4705
1.3,0,0,1976,113,4706
1.4,0,0,1977,113,4707
1.5,0,0,1978,113,4708
1.6,0,0,1979,113,4709
1.8,0,0,1980,113,4710
1.9,0,0,1981,113,4711
2.1,0,0,1982,113,4712
2.3,0,0,1983,113,4713
2.5,0,0,1984,113,4714
2.7,0,0,1985,113,4715
2.9,0,0,1986,113,4716
3.1,0,0,1987,113,4717
3.4,0,0,1988,113,4718
3.6,0,0,1989,113,4719
3.9,0,2806.73383,1990,113,4720
4.2,0,2781.480615,1991,113,4721
4.4,0,2759.187038,1992,113,4722
4.7,0,2843.770064,1993,113,4723
5,0,2681.622684,1994,113,4724
5.2,0,2861.843656,1995,113,4725
5.5,0,2939.725671,1996,113,4726
5.8,0,2735.963972,1997,113,4727
6.1,0,2726.338139,1998,113,4728
6.4,0,2847.717627,1999,113,4729
6.7,0,2751.155549,2000,113,4730
7,8.4,2724.593151,2001,113,4731
7.4,8,2663.96032,2002,113,4732
7.7,8.4,2743.128115,2003,113,4733
8.1,8.7,2819.081969,2004,113,4734
8.4,9.6,2985.690698,2005,113,4735
8.8,8.9,3449.960156,2006,113,4736
9.1,8.2,3448.64871,2007,113,4737
9.5,7.4,3388.835433,2008,113,4738
9.9,7.3,3259.07635,2009,113,4739
10.3,7.4,3316.97478,2010,113,4740
10.6,7.2,3371.994582,2011,113,4741
11,7.1,3462.56176,2012,113,4742
11.4,7.1,3565.521999,2013,113,4743
11.8,7.9,3655.388509,2014,113,4744
12.3,9.6,3601.614223,2015,113,4745
12.7,10.8,3572.280392,2016,113,4746
3,0,0,1975,114,4747
3.1,0,0,1976,114,4748
3.2,0,0,1977,114,4749
3.3,0,0,1978,114,4750
3.4,0,0,1979,114,4751
3.5,0,0,1980,114,4752
3.6,0,0,1981,114,4753
3.8,0,0,1982,114,4754
3.9,0,0,1983,114,4755
4,0,0,1984,114,4756
4.1,0,0,1985,114,4757
4.3,0,0,1986,114,4758
4.4,0,0,1987,114,4759
4.6,0,0,1988,114,4760
4.8,0,0,1989,114,4761
4.9,0,7386.824387,1990,114,4762
5.1,0,7631.636037,1991,114,4763
5.3,0,8022.409719,1992,114,4764
5.5,0,8330.761304,1993,114,4765
5.7,0,8554.71954,1994,114,4766
5.9,0,8845.133144,1995,114,4767
6.1,0,9244.352261,1996,114,4768
6.2,0,9648.553906,1997,114,4769
6.4,0,10127.24,1998,114,4770
6.6,0,10260.37247,1999,114,4771
6.8,0,11077.14762,2000,114,4772
7,5.8,11272.81248,2001,114,4773
7.2,5.6,11431.4048,2002,114,4774
7.5,5.4,11763.99455,2003,114,4775
7.7,5.3,12362.15915,2004,114,4776
7.9,5.1,12441.73546,2005,114,4777
8.1,5,13441.20596,2006,114,4778
8.3,5.3,14146.39842,2007,114,4779
8.6,5,14854.64338,2008,114,4780
8.8,4.9,15306.38801,2009,114,4781
9.1,4.7,15938.41921,2010,114,4782
9.3,5.3,16561.77098,2011,114,4783
9.6,5.7,17093.32093,2012,114,4784
9.9,5.8,17628.82937,2013,114,4785
10.2,5.4,18255.86972,2014,114,4786
10.5,5.8,18864.10566,2015,114,4787
10.8,5.4,19567.48966,2016,114,4788
9.5,0,0,1975,115,4789
9.9,0,0,1976,115,4790
10.3,0,0,1977,115,4791
10.7,0,0,1978,115,4792
11.1,0,0,1979,115,4793
11.5,0,0,1980,115,4794
11.9,0,0,1981,115,4795
12.3,0,0,1982,115,4796
12.8,0,0,1983,115,4797
13.2,0,0,1984,115,4798
13.6,0,0,1985,115,4799
14.1,0,0,1986,115,4800
14.5,0,0,1987,115,4801
15,0,0,1988,115,4802
15.4,0,0,1989,115,4803
15.9,0,13070.44455,1990,115,4804
16.4,0,13354.21335,1991,115,4805
16.9,0,13565.09607,1992,115,4806
17.4,0,13839.92309,1993,115,4807
17.9,0,14248.74747,1994,115,4808
18.4,0,13111.47125,1995,115,4809
18.9,0,13759.33102,1996,115,4810
19.4,0,14460.48023,1997,115,4811
19.9,0,14970.26818,1998,115,4812
20.3,0,15155.63865,1999,115,4813
20.8,0,15682.81217,2000,115,4814
21.3,3.3,15415.20023,2001,115,4815
21.8,3.7,15218.79343,2002,115,4816
22.3,4.3,15251.14064,2003,115,4817
22.8,4.6,15648.34233,2004,115,4818
23.3,4.5,15791.53703,2005,115,4819
23.8,4.1,16258.54005,2006,115,4820
24.3,4.1,16371.75155,2007,115,4821
24.8,4.5,16293.0313,2008,115,4822
25.3,4.8,15185.53739,2009,115,4823
25.8,4.8,15715.97214,2010,115,4824
26.3,4.6,16049.36424,2011,115,4825
26.8,4.3,16394.63067,2012,115,4826
27.3,4.1,16385.05961,2013,115,4827
27.8,4.6,16622.59705,2014,115,4828
28.3,5.6,16938.60541,2015,115,4829
28.9,6.4,17206.63432,2016,115,4830
18.9,0,0,1975,116,4831
19.5,0,0,1976,116,4832
20.1,0,0,1977,116,4833
20.7,0,0,1978,116,4834
21.4,0,0,1979,116,4835
22,0,0,1980,116,4836
22.6,0,0,1981,116,4837
23.3,0,0,1982,116,4838
23.9,0,0,1983,116,4839
24.5,0,0,1984,116,4840
25.1,0,0,1985,116,4841
25.8,0,0,1986,116,4842
26.4,0,0,1987,116,4843
27,0,0,1988,116,4844
27.7,0,0,1989,116,4845
28.3,0,2721.056867,1990,116,4846
29,0,2850.138504,1991,116,4847
29.6,0,2887.963474,1992,116,4848
30.3,0,3047.310307,1993,116,4849
30.9,0,2970.348196,1994,116,4850
31.6,0,3136.437906,1995,116,4851
32.3,0,3016.744082,1996,116,4852
32.9,0,2829.629773,1997,116,4853
33.5,0,2920.371435,1998,116,4854
34.2,0,2972.370821,1999,116,4855
34.7,0,3119.115444,2000,116,4856
35.4,0,3181.519429,2001,116,4857
36,0,3206.050234,2002,116,4858
36.6,0,3273.576579,2003,116,4859
37.3,0,3178.199972,2004,116,4860
37.9,0,3255.204632,2005,116,4861
38.6,0,3266.699213,2006,116,4862
39.3,0,3221.063128,2007,116,4863
40.1,0,3167.71663,2008,116,4864
40.8,0,3220.976301,2009,116,4865
41.5,0,3297.656934,2010,116,4866
42.2,0,3412.906554,2011,116,4867
42.9,0,3343.876355,2012,116,4868
43.7,0,3208.682874,2013,116,4869
44.4,0,3130.05445,2014,116,4870
45.1,0,3271.267021,2015,116,4871
45.8,0,3253.479755,2016,116,4872
7.5,0,0,1975,117,4873
7.8,0,0,1976,117,4874
8.1,0,0,1977,117,4875
8.3,0,0,1978,117,4876
8.6,0,0,1979,117,4877
8.9,0,0,1980,117,4878
9.2,0,0,1981,117,4879
9.5,0,0,1982,117,4880
9.8,0,0,1983,117,4881
10.1,0,0,1984,117,4882
10.4,0,0,1985,117,4883
10.7,0,0,1986,117,4884
11,0,0,1987,117,4885
11.3,0,0,1988,117,4886
11.6,0,0,1989,117,4887
11.9,0,0,1990,117,4888
12.2,0,0,1991,117,4889
12.5,0,0,1992,117,4890
12.7,0,0,1993,117,4891
12.9,0,0,1994,117,4892
13.2,0,2605.431736,1995,117,4893
13.4,0,2457.22393,1996,117,4894
13.6,0,2506.950748,1997,117,4895
13.8,0,2343.887954,1998,117,4896
14,0,2268.499035,1999,117,4897
14.2,0,2321.027796,2000,117,4898
14.5,0,2468.123711,2001,117,4899
14.7,0,2666.805992,2002,117,4900
15,0,2850.831684,2003,117,4901
15.2,0,3069.379009,2004,117,4902
15.5,0,3307.620334,2005,117,4903
15.7,0,3476.03341,2006,117,4904
16,0,3588.621318,2007,117,4905
16.3,0,3875.904364,2008,117,4906
16.6,0,3647.9523,2009,117,4907
16.9,0,3910.860533,2010,117,4908
17.2,0,4179.214809,2011,117,4909
17.5,0,4150.504763,2012,117,4910
17.8,0,4541.868222,2013,117,4911
18.2,0,4762.780873,2014,117,4912
18.5,0,4746.784911,2015,117,4913
18.9,0,4963.398344,2016,117,4914
4.8,0,0,1975,118,4915
5.1,0,0,1976,118,4916
5.3,0,0,1977,118,4917
5.5,0,0,1978,118,4918
5.7,0,0,1979,118,4919
6,0,0,1980,118,4920
6.3,0,0,1981,118,4921
6.5,0,0,1982,118,4922
6.8,0,0,1983,118,4923
7,0,0,1984,118,4924
7.3,0,0,1985,118,4925
7.6,0,0,1986,118,4926
7.9,0,0,1987,118,4927
8.2,0,0,1988,118,4928
8.5,0,0,1989,118,4929
8.8,0,5122.531607,1990,118,4930
9,0,4605.980667,1991,118,4931
9.3,0,4131.96682,1992,118,4932
9.6,0,3966.209989,1993,118,4933
9.9,0,4020.141059,1994,118,4934
10.1,0,4243.836175,1995,118,4935
10.4,0,4303.988873,1996,118,4936
10.7,0,4435.082313,1997,118,4937
11,0,4544.502058,1998,118,4938
11.3,0,4643.482263,1999,118,4939
11.6,0,4655.022604,2000,118,4940
11.9,31.2,4748.226602,2001,118,4941
12.3,30.7,4924.356135,2002,118,4942
12.8,30.9,5214.603003,2003,118,4943
13.3,30.8,5705.033517,2004,118,4944
13.8,29.7,6047.134735,2005,118,4945
14.3,27.5,6483.534998,2006,118,4946
14.9,25.3,7055.138106,2007,118,4947
15.5,22.4,7576.481363,2008,118,4948
16.1,20.8,7367.785987,2009,118,4949
16.7,19.5,7708.599994,2010,118,4950
17.3,18.9,8881.48475,2011,118,4951
17.9,18,9788.825022,2012,118,4952
18.6,17,10720.06215,2013,118,4953
19.2,20.8,11348.64734,2014,118,4954
19.9,19.5,11411.94211,2015,118,4955
20.6,21.2,11361.00642,2016,118,4956
6.1,0,0,1975,119,4957
6.4,0,0,1976,119,4958
6.6,0,0,1977,119,4959
6.9,0,0,1978,119,4960
7.2,0,0,1979,119,4961
7.5,0,0,1980,119,4962
7.9,0,0,1981,119,4963
8.2,0,0,1982,119,4964
8.6,0,0,1983,119,4965
8.9,0,0,1984,119,4966
9.3,0,0,1985,119,4967
9.7,0,0,1986,119,4968
10.1,0,0,1987,119,4969
10.6,0,0,1988,119,4970
11,0,0,1989,119,4971
11.4,0,0,1990,119,4972
11.9,0,0,1991,119,4973
12.3,0,0,1992,119,4974
12.8,0,0,1993,119,4975
13.2,0,0,1994,119,4976
13.7,0,0,1995,119,4977
14.2,0,0,1996,119,4978
14.7,0,10530.97135,1997,119,4979
15.1,0,11080.76677,1998,119,4980
15.6,0,10066.69154,1999,119,4981
16.2,0,10396.79008,2000,119,4982
16.6,<2.5,10468.93031,2001,119,4983
17.1,<2.5,10625.58365,2002,119,4984
17.6,<2.5,10846.00277,2003,119,4985
18.1,<2.5,11305.99814,2004,119,4986
18.6,<2.5,11761.24599,2005,119,4987
19.1,<2.5,12752.90205,2006,119,4988
19.5,<2.5,13602.58797,2007,119,4989
20,<2.5,14559.21315,2008,119,4990
20.4,<2.5,13686.10006,2009,119,4991
20.8,<2.5,14034.58456,2010,119,4992
21.2,<2.5,14472.47354,2011,119,4993
21.6,<2.5,14066.4356,2012,119,4994
22,<2.5,14551.44671,2013,119,4995
22.4,<2.5,14796.6354,2014,119,4996
22.8,<2.5,15289.72119,2015,119,4997
23.3,<2.5,15737.02492,2016,119,4998
6.5,0,0,1975,120,4999
6.8,0,0,1976,120,5000
7.1,0,0,1977,120,5001
7.4,0,0,1978,120,5002
7.7,0,0,1979,120,5003
8.1,0,0,1980,120,5004
8.4,0,0,1981,120,5005
8.8,0,0,1982,120,5006
9.1,0,0,1983,120,5007
9.5,0,0,1984,120,5008
9.9,0,0,1985,120,5009
10.3,0,0,1986,120,5010
10.7,0,0,1987,120,5011
11.1,0,0,1988,120,5012
11.6,0,0,1989,120,5013
12,0,3912.005724,1990,120,5014
12.5,0,4118.022928,1991,120,5015
12.9,0,3960.066109,1992,120,5016
13.4,0,3863.407859,1993,120,5017
13.9,0,4203.00594,1994,120,5018
14.3,0,3915.217615,1995,120,5019
14.8,0,4337.143266,1996,120,5020
15.3,0,4212.621511,1997,120,5021
15.8,0,4460.469675,1998,120,5022
16.3,0,4453.466601,1999,120,5023
16.7,0,4483.808406,2000,120,5024
17.2,6.4,4754.192333,2001,120,5025
17.7,6,4843.989892,2002,120,5026
18.2,5.6,5071.7173,2003,120,5027
18.7,5.6,5252.301097,2004,120,5028
19.2,5.5,5361.662834,2005,120,5029
19.8,5.7,5700.923327,2006,120,5030
20.4,5.6,5834.012241,2007,120,5031
20.9,5.7,6106.845445,2008,120,5032
21.5,5.7,6287.870644,2009,120,5033
22.1,5.6,6443.253613,2010,120,5034
22.8,5.3,6688.402606,2011,120,5035
23.4,4.9,6791.335135,2012,120,5036
24.1,4.4,6995.938186,2013,120,5037
24.7,4.1,7078.881489,2014,120,5038
25.4,3.8,7296.934401,2015,120,5039
26.1,3.8,7285.908321,2016,120,5040
0.7,0,0,1975,121,5041
0.7,0,0,1976,121,5042
0.8,0,0,1977,121,5043
0.8,0,0,1978,121,5044
0.9,0,0,1979,121,5045
1,0,0,1980,121,5046
1,0,0,1981,121,5047
1.1,0,0,1982,121,5048
1.2,0,0,1983,121,5049
1.3,0,0,1984,121,5050
1.4,0,0,1985,121,5051
1.5,0,0,1986,121,5052
1.6,0,0,1987,121,5053
1.8,0,0,1988,121,5054
1.9,0,0,1989,121,5055
2.1,0,378.5342735,1990,121,5056
2.2,0,387.0232878,1991,121,5057
2.4,0,354.2845353,1992,121,5058
2.5,0,370.4504103,1993,121,5059
2.7,0,378.2752827,1994,121,5060
2.8,0,373.4353116,1995,121,5061
3,0,459.4264753,1996,121,5062
3.2,0,495.421676,1997,121,5063
3.3,0,540.0946165,1998,121,5064
3.5,0,567.5070211,1999,121,5065
3.7,0,561.6127534,2000,121,5066
3.8,36.6,615.3098217,2001,121,5067
4,35.3,650.1524781,2002,121,5068
4.2,34.2,672.1550957,2003,121,5069
4.4,34.2,703.3921868,2004,121,5070
4.6,33.4,742.4240037,2005,121,5071
4.8,32.5,791.927644,2006,121,5072
5,30,826.162668,2007,121,5073
5.2,28.8,857.5268817,2008,121,5074
5.4,25.9,885.7385176,2009,121,5075
5.7,24.2,917.763832,2010,121,5076
5.9,22,954.7991162,2011,121,5077
6.1,21.1,994.1248942,2012,121,5078
6.4,22.9,1034.589423,2013,121,5079
6.7,26.7,1079.823866,2014,121,5080
6.9,31,1118.222844,2015,121,5081
7.2,32.9,1127.347264,2016,121,5082
0.5,0,0,1975,122,5083
0.6,0,0,1976,122,5084
0.6,0,0,1977,122,5085
0.6,0,0,1978,122,5086
0.7,0,0,1979,122,5087
0.7,0,0,1980,122,5088
0.8,0,0,1981,122,5089
0.8,0,0,1982,122,5090
0.8,0,0,1983,122,5091
0.9,0,0,1984,122,5092
0.9,0,0,1985,122,5093
1,0,0,1986,122,5094
1,0,0,1987,122,5095
1.1,0,0,1988,122,5096
1.2,0,0,1989,122,5097
1.2,0,742.9708935,1990,122,5098
1.3,0,728.0316749,1991,122,5099
1.4,0,788.3884299,1992,122,5100
1.5,0,826.1329063,1993,122,5101
1.5,0,877.4658474,1994,122,5102
1.6,0,927.0256813,1995,122,5103
1.7,0,974.2343699,1996,122,5104
1.8,0,1015.881079,1997,122,5105
1.9,0,1061.399627,1998,122,5106
2.1,0,1162.586326,1999,122,5107
2.2,0,1306.443236,2000,122,5108
2.3,37.7,1438.032802,2001,122,5109
2.5,34.8,1593.458886,2002,122,5110
2.6,32.5,1795.595797,2003,122,5111
2.8,30.3,2020.124804,2004,122,5112
3,27.9,2274.884736,2005,122,5113
3.2,24.9,2553.18939,2006,122,5114
3.4,21.3,2840.44801,2007,122,5115
3.6,18.5,3112.239736,2008,122,5116
3.8,15.9,3418.408661,2009,122,5117
4,14.2,3721.21144,2010,122,5118
4.3,12.7,3898.414627,2011,122,5119
4.6,12.1,4148.698196,2012,122,5120
4.8,12.8,4457.901329,2013,122,5121
5.1,13.6,4770.012099,2014,122,5122
5.4,13.9,5056.859041,2015,122,5123
5.8,13.5,5305.047137,2016,122,5124
3.4,0,0,1975,123,5125
3.6,0,0,1976,123,5126
3.8,0,0,1977,123,5127
3.9,0,0,1978,123,5128
4.1,0,0,1979,123,5129
4.3,0,0,1980,123,5130
4.5,0,0,1981,123,5131
4.7,0,0,1982,123,5132
4.9,0,0,1983,123,5133
5.2,0,0,1984,123,5134
5.4,0,0,1985,123,5135
5.6,0,0,1986,123,5136
5.8,0,0,1987,123,5137
6,0,0,1988,123,5138
6.3,0,0,1989,123,5139
6.5,0,5719.281973,1990,123,5140
6.8,0,5970.843391,1991,123,5141
7,0,6197.241085,1992,123,5142
7.3,0,5918.474163,1993,123,5143
7.6,0,5845.726499,1994,123,5144
7.9,0,5895.184261,1995,123,5145
8.2,0,5901.04968,1996,123,5146
8.5,0,5966.503403,1997,123,5147
8.8,0,5987.35259,1998,123,5148
9.1,0,6030.942022,1999,123,5149
9.5,0,6106.108164,2000,123,5150
9.8,13.1,6068.318413,2001,123,5151
10.2,13.5,6266.381787,2002,123,5152
10.7,14.2,6451.871611,2003,123,5153
11.1,14.6,7161.676346,2004,123,5154
11.6,15.7,7259.825028,2005,123,5155
12,17.1,7684.321193,2006,123,5156
12.5,20,8097.550854,2007,123,5157
13,23.9,8207.70498,2008,123,5158
13.5,27.5,8113.874117,2009,123,5159
14,28.3,8460.847368,2010,123,5160
14.6,26.5,8721.255524,2011,123,5161
15.1,24,8967.163152,2012,123,5162
15.6,21.6,9255.656532,2013,123,5163
16.1,18.1,9617.396957,2014,123,5164
16.7,14.8,9975.12547,2015,123,5165
17.2,12.8,9825.59927,2016,123,5166
44.5,0,0,1975,124,5167
45,0,0,1976,124,5168
45.4,0,0,1977,124,5169
45.8,0,0,1978,124,5170
46.3,0,0,1979,124,5171
46.7,0,0,1980,124,5172
47.1,0,0,1981,124,5173
47.5,0,0,1982,124,5174
47.9,0,0,1983,124,5175
48.3,0,0,1984,124,5176
48.7,0,0,1985,124,5177
